Pal_ID	Ide_ID	Ssu_ID	Ptr_ID	Pag_ID	Peu_ID	Pde_ID
Palv1-31077	Ide2-22762	EVM0025236	Potri.006G247500	PAxG06Gg0230800	Peu2-21434	Pde06A003120
Palv1-31078	Ide2-22760	EVM0023567	Potri.006G247400	PAxG06Gg0230600	Peu2-21435	Pde06A003130
Palv1-31079	Ide2-22759	EVM0030485	Potri.006G247300	PAxG06Gg0230500	Peu2-21436	Pde06A003140
Palv1-31080	Ide2-22758	EVM0001489	Potri.006G247200	PAxG06Gg0230400	Peu2-21437	Pde06A003150
Palv1-31081	Ide2-22757	EVM0023454	Potri.006G247100	PAxG06Gg0230300	Peu2-21438	Pde06A003160
Palv1-31082	Ide2-22756	EVM0037440	Potri.006G247000	PAxG06Gg0230200	Peu2-21439	Pde06A003170
Palv1-31083	Ide2-22755	EVM0026010	Potri.006G246800	PAxG06Gg0230100	Peu2-21440	Pde06A003180
Palv1-31084	Ide2-22754	EVM0010026	Potri.006G246700	PAxG06Gg0230000	Peu2-21441	Pde06A003190
Palv1-31085	Ide2-22753	EVM0027169	Potri.006G246600	PAxG06Gg0229900	Peu2-21442	Pde06A003200
Palv1-31086	Ide2-22752	EVM0004594	Potri.006G246500	PAxG06Gg0229800	Peu2-21443	Pde06A003210
Palv1-31087	-	-	-	-	-	-
Palv1-31088	Ide2-22750	EVM0035241	Potri.006G246300	PAxG06Gg0229600	Peu2-21445	Pde06A003220
Palv1-31089	Ide2-22749	EVM0000259	Potri.006G246200	PAxG06Gg0229500	Peu2-21446	Pde06A003230
Palv1-31090	Ide2-22748	EVM0030017	Potri.006G246100	PAxG06Gg0229400	Peu2-21447	Pde06A003240
Palv1-31091	-	-	-	-	Peu2-21448	-
Palv1-31092	Ide2-22747	EVM0037794	Potri.006G246000	PAxG06Gg0229300	Peu2-21449	Pde06A003250
Palv1-31093	Ide2-22746	EVM0002018	Potri.006G245900	PAxG06Gg0229200	Peu2-21450	Pde06A003260
Palv1-31094	Ide2-22745	EVM0040649	Potri.006G245800	PAxG06Gg0229000	Peu2-21451	Pde06A003270
Palv1-31095	-	EVM0037194	Potri.006G245600	-	Peu2-21452	Pde06A003280
Palv1-31096	-	-	-	-	-	-
Palv1-31097	Ide2-22744	EVM0034107	Potri.006G245400	-	Peu2-21454	Pde06A003300
Palv1-31098	-	EVM0035877	Potri.006G245300	PAxG06Gg0228800	Peu2-21455	Pde06A003310
Palv1-31099	Ide2-22743	EVM0034173	Potri.006G245200	PAxG06Gg0228600	Peu2-21456	Pde06A003320
Palv1-31100	-	-	-	PAxG06Gg0228500	Peu2-21457	-
Palv1-31101	-	EVM0012831	Potri.006G245100	-	Peu2-21458	Pde06A003330
Palv1-31102	Ide2-22741	EVM0011728	Potri.006G244900	PAxG06Gg0228400	Peu2-21459	Pde06A003340
Palv1-31103	Ide2-22740	EVM0015775	Potri.006G244800	PAxG06Gg0228300	Peu2-21461	Pde06A003350
Palv1-31104	Ide2-22739	EVM0009980	Potri.006G244700	PAxG06Gg0228200	Peu2-21462	Pde06A003360
Palv1-31105	-	-	-	-	-	-
Palv1-31106	-	EVM0036185	Potri.006G244500	PAxG06Gg0228100	Peu2-21463	Pde06A003380
Palv1-31107	Ide2-22738	EVM0021232	Potri.006G244400	PAxG06Gg0228000	Peu2-21464	Pde06A003390
Palv1-31108	Ide2-22737	EVM0039500	Potri.006G244300	PAxG06Gg0227900	Peu2-21465	Pde06A003400
Palv1-31109	Ide2-22736	EVM0019301	Potri.006G244100	PAxG06Gg0227800	Peu2-21467	Pde06A003420
Palv1-31110	Ide2-22735	EVM0025879	Potri.006G244000	PAxG06Gg0227700	Peu2-21468	-
Palv1-31111	-	-	-	-	-	-
Palv1-31112	Ide2-22731	EVM0025838	Potri.006G243600	PAxG06Gg0227600	Peu2-21470	Pde06A003460
Palv1-31113	-	-	-	-	-	-
Palv1-31114	Ide2-22730	EVM0004587	Potri.006G243400	-	Peu2-21471	Pde06A003470
Palv1-31115	Ide2-22729	EVM0037944	Potri.006G243300	-	Peu2-21472	-
Palv1-31116	Ide2-22728	EVM0037002	Potri.006G243200	-	Peu2-21473	Pde06A003480
Palv1-31117	Ide2-22727	EVM0030487	Potri.006G243100	PAxG06Gg0227300	Peu2-21474	Pde06A003490
Palv1-31118	Ide2-22726	EVM0011578	Potri.006G243000	-	Peu2-21475	Pde06A003500
Palv1-31119	Ide2-22725	EVM0032764	Potri.006G242800	-	Peu2-21476	Pde06A003510
Palv1-31120	Ide2-22724	-	-	PAxG06Gg0227200	Peu2-21477	Pde06A003520
Palv1-31121	-	-	Potri.006G242600	PAxG06Gg0226800	Peu2-21480	Pde06A003550
Palv1-31122	Ide2-22721	EVM0009278	Potri.006G242100	PAxG06Gg0226700	Peu2-21481	Pde06A003560
Palv1-31123	Ide2-22720	EVM0022381	Potri.006G242000	PAxG06Gg0226600	Peu2-21482	Pde06A003570
Palv1-31124	Ide2-22719	EVM0031554	Potri.006G241900	-	Peu2-21483	Pde06A003580
Palv1-31125	-	-	-	-	-	-
Palv1-31126	-	-	-	-	-	-
Palv1-31127	Ide2-22718	EVM0018977	Potri.006G241800	PAxG06Gg0226500	Peu2-21484	Pde06A003590
Palv1-31128	Ide2-22717	EVM0028054	Potri.006G241700	PAxG06Gg0226400	Peu2-21485	Pde06A003600
Palv1-31129	Ide2-22716	EVM0035516	Potri.006G241600	PAxG06Gg0226300	Peu2-21486	Pde06A003610
Palv1-31130	Ide2-22715	EVM0027218	Potri.006G241500	PAxG06Gg0226200	Peu2-21487	Pde06A003620
Palv1-31131	Ide2-22713	EVM0000083	Potri.006G241300	PAxG06Gg0226000	Peu2-21489	Pde06A003630
Palv1-31132	Ide2-22712	EVM0034071	Potri.006G241200	PAxG06Gg0225900	Peu2-21490	Pde06A003640
Palv1-31133	Ide2-22711	EVM0019819	Potri.006G241100	PAxG06Gg0225700	Peu2-21491	-
Palv1-31134	-	-	-	-	-	-
Palv1-31135	Ide2-22708	EVM0032728	Potri.006G241000	PAxG06Gg0225500	Peu2-21492	Pde06A003660
Palv1-31136	Ide2-22707	EVM0036945	Potri.006G240900	PAxG06Gg0225400	Peu2-21493	Pde06A003670
Palv1-31137	Ide2-22704	-	-	PAxG06Gg0225300	Peu2-21494	Pde06A003750
Palv1-31138	Ide2-22703	EVM0000340	Potri.006G240600	PAxG06Gg0225200	Peu2-21495	Pde06A003770
Palv1-31139	Ide2-22701	EVM0028367	Potri.006G240500	PAxG06Gg0225000	Peu2-21496	Pde06A003790
Palv1-31140	-	-	-	-	-	-
Palv1-31141	Ide2-22700	EVM0002658	Potri.006G240400	-	Peu2-21497	Pde06A003810
Palv1-31142	Ide2-22699	EVM0030640	Potri.006G240300	PAxG06Gg0224600	Peu2-21498	Pde06A003820
Palv1-31143	-	-	-	-	-	-
Palv1-31144	Ide2-22698	EVM0001051	Potri.006G240200	PAxG06Gg0224500	Peu2-21499	Pde06A003830
Palv1-31145	Ide2-22697	-	Potri.006G240100	PAxG06Gg0224300	Peu2-21500	Pde06A003840
Palv1-31146	Ide2-22696	EVM0039775	Potri.006G240000	PAxG06Gg0224200	Peu2-21501	Pde06A003850
Palv1-31147	Ide2-22695	EVM0036108	Potri.006G239900	PAxG06Gg0224100	Peu2-21502	Pde06A003870
Palv1-31148	-	-	-	-	-	-
Palv1-31149	-	-	-	-	-	Pde06A003880
Palv1-31150	Ide2-22692	EVM0021500	Potri.006G239700	PAxG06Gg0223900	Peu2-21505	Pde06A003890
Palv1-31151	Ide2-22691	EVM0014682	Potri.006G239600	-	Peu2-21506	Pde06A003900
Palv1-31152	Ide2-24273	EVM0028513	Potri.006G239500	PAxG06Gg0223800	Peu2-21507	Pde06A003910
Palv1-31153	Ide2-22688	EVM0014480	Potri.018G043500	PAxG06Gg0223600	Peu2-21509	Pde06A003950
Palv1-31154	Ide2-22684	EVM0037498	Potri.006G239000	PAxG06Gg0223400	Peu2-21510	Pde06A003960
Palv1-31155	Ide2-22683	EVM0019743	Potri.006G238900	PAxG06Gg0223200	Peu2-21511	Pde06A003970
Palv1-31156	Ide2-22682	EVM0030338	Potri.006G238800	PAxG06Gg0223100	Peu2-21512	Pde06A003990
Palv1-31157	Ide2-22681	EVM0024504	Potri.006G238600	-	Peu2-21513	Pde06A004000
Palv1-31158	-	-	-	-	-	-
Palv1-31159	Ide2-22679	EVM0036195	Potri.006G238500	PAxG06Gg0222500	Peu2-21515	Pde06A004030
Palv1-31160	Ide2-22678	EVM0008499	Potri.006G238400	PAxG06Gg0222400	Peu2-21516	Pde06A004040
Palv1-31161	Ide2-22677	EVM0026524	Potri.006G238300	PAxG06Gg0222300	Peu2-21517	Pde06A004050
Palv1-31162	Ide2-22676	EVM0037435	Potri.006G238200	PAxG06Gg0222200	Peu2-21518	Pde06A004060
Palv1-31163	Ide2-22674	EVM0038893	Potri.006G238000	PAxG06Gg0222100	Peu2-21520	Pde06A004080
Palv1-31164	Ide2-22673	EVM0002683	Potri.006G237900	PAxG06Gg0222000	Peu2-21521	Pde06A004090
Palv1-31165	-	-	-	-	-	-
Palv1-31166	Ide2-22672	EVM0002720	Potri.006G237700	PAxG06Gg0221700	Peu2-21522	Pde06A004110
Palv1-31167	Ide2-22671	EVM0031960	Potri.006G237600	PAxG06Gg0221600	Peu2-21523	Pde06A004120
Palv1-31168	Ide2-22669	EVM0010393	Potri.006G237500	PAxG06Gg0221500	Peu2-21524	Pde06A004130
Palv1-31169	Ide2-22668	EVM0001522	Potri.006G237400	PAxG06Gg0221300	Peu2-21525	Pde06A004140
Palv1-31170	Ide2-22667	EVM0036835	Potri.006G237300	PAxG06Gg0221200	Peu2-21526	Pde06A004150
Palv1-32114	Ide2-21875	-	Potri.006G162900	PAxG06Gg0152700	Peu2-22208	Pde06A011210
Palv1-32115	-	-	-	-	-	-
Palv1-32116	Ide2-21877	EVM0039207	Potri.006G163100	PAxG06Gg0152800	Peu2-22200	Pde06A011130
Palv1-32117	-	-	-	-	-	-
Palv1-32118	-	-	-	-	-	-
Palv1-32119	-	-	-	-	-	-
Palv1-32120	-	-	-	-	-	-
Palv1-32121	-	-	-	-	Peu2-31080	-
Palv1-32122	-	-	-	-	-	-
Palv1-32123	-	-	-	-	-	-
Palv1-32124	-	-	-	-	-	-
Palv1-32125	-	-	-	-	-	-
Palv1-32126	Ide2-21880	-	Potri.006G163400	PAxG06Gg0153100	Peu2-22195	-
Palv1-32127	-	-	-	PAxG06Gg0153200	-	-
Palv1-32128	Ide2-21884	-	-	PAxG06Gg0153300	-	-
Palv1-32129	-	-	-	-	Peu2-22194	Pde06A011050
Palv1-32130	Ide2-21885	-	Potri.006G163700	PAxG06Gg0153400	Peu2-22193	Pde06A011040
Palv1-32131	Ide2-21886	-	Potri.006G163900	PAxG06Gg0153500	Peu2-22191	Pde06A011020
Palv1-32132	Ide2-21887	-	Potri.006G164000	PAxG06Gg0153700	Peu2-22190	Pde06A011010
Palv1-32133	-	-	Potri.006G164100	-	Peu2-22188	Pde06A010980
Palv1-32134	-	-	-	-	-	-
Palv1-32135	-	-	-	-	-	-
Palv1-32136	Ide2-21893	-	-	PAxG06Gg0153800	-	-
Palv1-32137	-	-	Potri.006G164400	PAxG06Gg0153900	Peu2-22185	Pde06A010950
Palv1-32138	Ide2-21897	-	Potri.006G164516	PAxG06Gg0154100	Peu2-22184	Pde06A010940
Palv1-32139	Ide2-21899	-	Potri.006G164632	PAxG06Gg0154500	Peu2-22183	Pde06A010930
Palv1-32140	Ide2-21903	EVM0006598	Potri.006G164748	PAxG06Gg0154600	Peu2-22180	Pde06A010910
Palv1-32141	Ide2-21906	-	Potri.006G164864	PAxG06Gg0154700	Peu2-22178	Pde06A010900
Palv1-32142	-	-	-	-	-	-
Palv1-32143	-	-	-	-	-	-
Palv1-32144	Ide2-21909	-	Potri.006G164980	PAxG06Gg0154800	Peu2-22174	Pde06A010870
Palv1-32145	Ide2-21914	-	Potri.006G165100	PAxG06Gg0155000	Peu2-22172	Pde06A010840
Palv1-32146	Ide2-24752	-	Potri.006G165200	-	-	Pde06A010830
Palv1-32147	Ide2-21919	EVM0025383	Potri.006G165300	PAxG06Gg0155100	Peu2-22168	-
Palv1-32148	Ide2-21920	EVM0018185	Potri.006G165400	PAxG06Gg0155200	Peu2-22167	Pde06A010800
Palv1-32149	-	-	-	-	-	-
Palv1-32150	-	-	-	-	-	-
Palv1-32151	Ide2-21923	EVM0040869	Potri.006G165500	PAxG06Gg0155300	Peu2-22166	Pde06A010790
Palv1-32152	Ide2-21924	EVM0008241	Potri.006G165600	PAxG06Gg0155500	Peu2-22162	Pde06A010780
Palv1-32153	Ide2-21925	EVM0041876	Potri.006G165700	PAxG06Gg0155600	Peu2-22161	Pde06A010770
Palv1-32154	-	-	-	-	-	-
Palv1-32155	Ide2-21926	EVM0017954	Potri.006G165800	PAxG06Gg0155800	Peu2-22160	Pde06A010760
Palv1-32156	Ide2-21927	-	-	-	-	-
Palv1-32157	Ide2-21928	EVM0033256	Potri.006G165900	PAxG06Gg0155900	Peu2-22159	Pde06A010750
Palv1-32158	Ide2-21932	-	Potri.006G166000	PAxG06Gg0156000	Peu2-22156	Pde06A010740
Palv1-32159	Ide2-21934	-	Potri.006G166200	PAxG06Gg0156100	Peu2-22155	Pde06A010720
Palv1-32160	Ide2-21936	-	Potri.006G166300	PAxG06Gg0156200	Peu2-22150	Pde06A010710
Palv1-32161	Ide2-21937	-	Potri.006G166400	PAxG06Gg0156300	Peu2-22149	Pde06A010700
Palv1-32162	Ide2-21939	-	Potri.006G166500	PAxG06Gg0156400	Peu2-22148	Pde06A010690
Palv1-32163	Ide2-21941	EVM0040742	Potri.006G166600	PAxG06Gg0156500	Peu2-22147	Pde06A010680
Palv1-32164	-	-	-	-	-	-
Palv1-32165	-	-	-	-	-	-
Palv1-32166	Ide2-21942	EVM0027030	Potri.006G166701	PAxG06Gg0156800	Peu2-22145	Pde06A010660
Palv1-32167	-	-	-	-	-	-
Palv1-32168	Ide2-21953	-	Potri.006G166900	PAxG06Gg0156900	Peu2-22144	Pde06A010650
Palv1-32169	Ide2-21951	EVM0028191	Potri.006G167200	PAxG06Gg0157100	Peu2-22142	Pde06A010630
Palv1-32170	-	-	-	-	-	-
Palv1-32171	Ide2-21949	-	-	PAxG06Gg0157300	-	Pde06A010610
Palv1-32172	Ide2-21948	EVM0002066	Potri.006G167600	PAxG06Gg0157400	Peu2-22139	Pde06A010600
Palv1-32173	-	-	-	-	-	-
Palv1-32174	Ide2-21947	-	Potri.006G167700	PAxG06Gg0157600	Peu2-22138	-
Palv1-32175	-	-	-	-	-	-
Palv1-32176	Ide2-21945	EVM0008187	Potri.006G167800	PAxG06Gg0157700	Peu2-22137	Pde06A010580
Palv1-32177	-	-	-	-	-	-
Palv1-32178	-	-	-	-	-	-
Palv1-32179	Ide2-21958	EVM0001757	Potri.006G168200	PAxG06Gg0158000	Peu2-22133	Pde06A010530
Palv1-32180	Ide2-21959	EVM0023317	Potri.006G168400	PAxG06Gg0158200	Peu2-22132	Pde06A010510
Palv1-32181	Ide2-21962	EVM0030894	Potri.006G168800	PAxG06Gg0158400	Peu2-22129	Pde06A010500
Palv1-32182	Ide2-21963	EVM0005744	Potri.006G168900	PAxG06Gg0158500	Peu2-22128	Pde06A010490
Palv1-32183	Ide2-21965	EVM0039232	Potri.006G169000	PAxG06Gg0158600	Peu2-22126	Pde06A010480
Palv1-32184	Ide2-21969	EVM0027132	Potri.006G169200	PAxG06Gg0158700	Peu2-22125	Pde06A010470
Palv1-32185	Ide2-21970	EVM0001772	Potri.006G169400	PAxG06Gg0158900	Peu2-22124	Pde06A010460
Palv1-32186	-	EVM0016041	Potri.006G169700	PAxG06Gg0159000	Peu2-22121	Pde06A010440
Palv1-32187	-	-	-	-	-	-
Palv1-32188	-	-	-	-	-	-
Palv1-32189	-	-	-	-	-	-
Palv1-32190	Ide2-21972	EVM0020180	Potri.006G169800	PAxG06Gg0159300	Peu2-22120	Pde06A010410
Palv1-32191	-	-	Potri.006G169900	PAxG06Gg0159400	Peu2-22119	Pde06A010390
Palv1-32192	Ide2-21973	-	Potri.006G170001	PAxG06Gg0159500	Peu2-22118	Pde06A010380
Palv1-32193	Ide2-21974	-	Potri.006G170200	PAxG06Gg0159600	Peu2-22116	Pde06A010370
Palv1-32194	-	EVM0010461	Potri.006G170300	-	-	Pde06A010360
Palv1-32195	-	-	-	-	-	-
Palv1-32196	Ide2-21985	EVM0038035	Potri.006G170400	PAxG06Gg0160100	Peu2-22113	Pde06A010340
Palv1-32197	Ide2-21986	EVM0014151	Potri.006G170500	PAxG06Gg0160200	Peu2-22110	Pde06A010330
Palv1-32198	Ide2-21987	EVM0016119	Potri.006G170700	PAxG06Gg0160400	Peu2-22109	Pde06A010310
Palv1-32199	Ide2-21988	EVM0019767	Potri.006G170800	PAxG06Gg0160500	Peu2-22108	Pde06A010300
Palv1-32200	Ide2-21989	EVM0006530	Potri.006G170900	PAxG06Gg0160600	Peu2-22107	Pde06A010290
Palv1-32201	Ide2-21991	-	Potri.006G171100	PAxG06Gg0160700	Peu2-22106	Pde06A010280
Palv1-32202	Ide2-21992	EVM0027073	Potri.006G171300	-	-	Pde06A010270
Palv1-32203	Ide2-21994	EVM0014355	Potri.006G171400	PAxG06Gg0160800	Peu2-22105	Pde06A010260
Palv1-32204	-	-	-	-	-	-
Palv1-32205	Ide2-21999	EVM0007736	-	PAxG06Gg0161000	Peu2-22099	Pde06A010250
Palv1-32206	Ide2-22001	EVM0013720	Potri.006G171700	PAxG06Gg0161100	Peu2-22098	Pde06A010230
Palv1-32207	Ide2-22003	-	-	PAxG06Gg0161400	Peu2-22095	Pde06A010210
Palv1-32208	Ide2-22006	-	-	PAxG06Gg0161600	Peu2-22094	Pde06A010190
Palv1-32209	Ide2-22007	-	Potri.006G173800	PAxG06Gg0161700	Peu2-22093	Pde06A010180
Palv1-32210	Ide2-22031	EVM0025665	Potri.006G173901	-	Peu2-22092	Pde06A010170
Palv1-32211	Ide2-22030	-	-	-	-	-
Palv1-32212	Ide2-22026	-	Potri.006G172100	PAxG06Gg0162200	Peu2-22090	Pde06A010150
Palv1-32213	-	-	Potri.006G172400	PAxG06Gg0162300	Peu2-22089	Pde06A010140
Palv1-32214	-	EVM0014792	Potri.006G174900	PAxG06Gg0162400	-	Pde06A010110
Palv1-32215	-	-	-	-	-	-
Palv1-32216	-	EVM0001894	Potri.006G175200	PAxG06Gg0162800	Peu2-22084	Pde06A010050
Palv1-32217	-	EVM0041516	Potri.006G175300	PAxG06Gg0162900	Peu2-22083	Pde06A010030
Palv1-32218	-	EVM0028327	Potri.006G175500	PAxG06Gg0163000	Peu2-22082	Pde06A010000
Palv1-32219	Ide2-24848	EVM0033819	Potri.006G175600	PAxG06Gg0163100	Peu2-22081	Pde06A009990
Palv1-32220	-	EVM0009065	Potri.006G175700	PAxG06Gg0163200	Peu2-22077	Pde06A009980
Palv1-32221	Ide2-22014	EVM0010227	Potri.006G176300	PAxG06Gg0163300	-	Pde06A009970
Palv1-32222	Ide2-22011	-	Potri.006G176400	PAxG06Gg0163400	Peu2-22076	Pde06A009960
Palv1-32223	-	-	-	-	-	-
Palv1-32224	Ide2-22010	EVM0028247	Potri.006G176500	PAxG06Gg0163500	Peu2-22075	Pde06A009950
Palv1-32225	Ide2-22032	EVM0002835	Potri.006G176600	PAxG06Gg0163600	Peu2-22074	Pde06A009940
Palv1-32226	-	-	-	-	-	-
Palv1-32227	Ide2-22034	EVM0015491	Potri.006G176700	PAxG06Gg0163700	Peu2-22072	Pde06A009930
Palv1-32228	-	EVM0011130	Potri.006G176800	PAxG06Gg0163800	Peu2-22071	Pde06A009920
Palv1-32229	Ide2-22040	EVM0007049	Potri.006G177000	PAxG06Gg0163900	Peu2-22070	Pde06A009870
Palv1-32230	-	-	-	PAxG06Gg0164000	-	-
Palv1-32231	Ide2-22042	EVM0036452	Potri.006G177500	PAxG06Gg0164100	Peu2-22067	Pde06A009850
Palv1-32232	-	-	-	PAxG06Gg0164300	-	-
Palv1-32233	Ide2-22044	EVM0038017	Potri.006G177600	PAxG06Gg0164400	-	Pde06A009840
Palv1-32234	Ide2-22046	-	Potri.006G177700	PAxG06Gg0164500	Peu2-22066	Pde06A009830
Palv1-32235	Ide2-22047	-	Potri.006G177800	PAxG06Gg0164600	-	Pde06A009820
Palv1-32236	Ide2-22049	EVM0000633	Potri.006G177900	PAxG06Gg0164700	Peu2-22065	Pde06A009810
Palv1-32237	-	EVM0008259	Potri.006G178000	PAxG06Gg0164800	Peu2-22064	Pde06A009800
Palv1-32238	Ide2-22050	EVM0027088	Potri.006G178100	PAxG06Gg0164900	Peu2-22063	Pde06A009790
Palv1-32239	-	-	-	-	-	-
Palv1-32240	Ide2-22054	-	Potri.006G178500	PAxG06Gg0165100	Peu2-22060	Pde06A009780
Palv1-32241	Ide2-22055	EVM0001057	Potri.006G178600	PAxG06Gg0165200	Peu2-22059	Pde06A009770
Palv1-32242	Ide2-22056	EVM0030635	Potri.006G178700	PAxG06Gg0165300	Peu2-22058	Pde06A009760
Palv1-32243	Ide2-22058	EVM0011085	Potri.006G178900	PAxG06Gg0165400	Peu2-22057	Pde06A009740
Palv1-32244	-	-	-	-	-	-
Palv1-32245	-	-	-	-	-	-
Palv1-32246	-	-	-	PAxG06Gg0165500	-	-
Palv1-32247	Ide2-22062	-	-	-	-	-
Palv1-32248	Ide2-22063	EVM0019783	Potri.006G179100	PAxG06Gg0165700	Peu2-22055	Pde06A009730
Palv1-32249	Ide2-22064	EVM0000505	Potri.006G179300	PAxG06Gg0165900	Peu2-22054	-
Palv1-32250	Ide2-22068	EVM0006325	Potri.006G179400	PAxG06Gg0166000	Peu2-22053	Pde06A009690
Palv1-32251	Ide2-22070	EVM0020389	Potri.006G179500	-	Peu2-22051	Pde06A009670
Palv1-32252	-	-	-	PAxG06Gg0166100	-	-
Palv1-32253	Ide2-22071	EVM0028333	Potri.006G179700	-	Peu2-22050	-
Palv1-32254	-	-	-	-	-	-
Palv1-32255	-	-	-	-	-	Pde06A009650
Palv1-32256	-	-	-	-	-	Pde06A009640
Palv1-32257	-	-	-	-	-	-
Palv1-32258	Ide2-22072	EVM0030481	Potri.006G179800	PAxG06Gg0166300	Peu2-22049	Pde06A009630
Palv1-32259	Ide2-22075	EVM0007572	Potri.006G180100	PAxG06Gg0166400	Peu2-22046	Pde06A009600
Palv1-32260	Ide2-24893	EVM0035414	Potri.006G180200	PAxG06Gg0166500	Peu2-22045	Pde06A009590
Palv1-32261	Ide2-22076	EVM0011683	Potri.006G180300	PAxG06Gg0166600	Peu2-22044	Pde06A009580
Palv1-32262	-	-	-	-	-	-
Palv1-32263	Ide2-22077	EVM0016837	Potri.006G180500	PAxG06Gg0166700	Peu2-22043	Pde06A009570
Palv1-32264	-	EVM0030457	Potri.006G180600	PAxG06Gg0166800	Peu2-22042	Pde06A009560
Palv1-32265	-	EVM0000973	Potri.006G180700	PAxG06Gg0166900	Peu2-22041	Pde06A009550
Palv1-32266	Ide2-22079	EVM0013173	Potri.006G180800	PAxG06Gg0167000	Peu2-22040	Pde06A009540
Palv1-32267	Ide2-22081	EVM0027338	Potri.006G180900	PAxG06Gg0167100	Peu2-22039	Pde06A009530
Palv1-32268	Ide2-22082	-	Potri.006G181000	PAxG06Gg0167200	Peu2-22038	Pde06A009520
Palv1-32269	Ide2-22083	EVM0005802	Potri.006G181100	PAxG06Gg0167300	Peu2-22037	Pde06A009510
Palv1-32270	Ide2-22084	EVM0010378	Potri.006G181200	PAxG06Gg0167400	Peu2-22036	Pde06A009500
Palv1-32271	Ide2-22085	EVM0030896	Potri.006G181300	PAxG06Gg0167500	Peu2-22035	Pde06A009480
Palv1-32272	Ide2-22087	EVM0036461	Potri.006G181400	PAxG06Gg0167600	Peu2-22034	Pde06A009470
Palv1-32273	Ide2-22090	EVM0005856	Potri.006G181501	PAxG06Gg0167800	Peu2-22033	-
Palv1-32274	-	-	Potri.006G181600	-	Peu2-22032	Pde06A009460
Palv1-32275	Ide2-22091	EVM0017395	Potri.006G181700	PAxG06Gg0167900	Peu2-22031	Pde06A009450
Palv1-32276	Ide2-22092	EVM0001444	Potri.006G181800	-	Peu2-22029	Pde06A009440
Palv1-32277	Ide2-22093	EVM0020854	Potri.006G181900	PAxG06Gg0168000	Peu2-22028	Pde06A009430
Palv1-32278	Ide2-22094	EVM0021343	-	-	-	Pde06A009420
Palv1-32279	Ide2-22095	-	Potri.006G182100	PAxG06Gg0168300	Peu2-22026	Pde06A009410
Palv1-32280	Ide2-22096	EVM0040517	Potri.006G182201	PAxG06Gg0168400	Peu2-22025	Pde06A009400
Palv1-32281	-	-	Potri.006G182400	-	Peu2-22024	Pde06A009390
Palv1-32282	Ide2-22098	EVM0034587	Potri.006G182500	PAxG06Gg0168500	Peu2-22023	Pde06A009380
Palv1-32283	Ide2-22099	EVM0037637	Potri.006G182601	PAxG06Gg0168600	Peu2-22021	Pde06A009370
Palv1-32284	Ide2-22100	EVM0000187	Potri.006G183000	PAxG06Gg0168800	Peu2-22020	Pde06A009360
Palv1-32285	Ide2-22101	-	Potri.006G183200	PAxG06Gg0168900	Peu2-22019	Pde06A009350
Palv1-32286	-	-	-	-	-	-
Palv1-32287	-	-	-	-	-	-
Palv1-32288	-	-	-	-	-	-
Palv1-32289	Ide2-22104	-	Potri.006G183600	PAxG06Gg0169200	Peu2-22018	Pde06A009320
Palv1-32290	Ide2-22106	EVM0036160	Potri.006G183700	PAxG06Gg0169300	Peu2-22017	Pde06A009310
Palv1-32291	Ide2-22109	EVM0021271	Potri.006G183900	PAxG06Gg0169400	Peu2-22016	Pde06A009290
Palv1-32292	Ide2-22111	EVM0027456	Potri.006G184100	PAxG06Gg0169500	Peu2-22015	Pde06A009280
Palv1-32293	Ide2-22114	-	Potri.006G184200	PAxG06Gg0169600	Peu2-22014	Pde06A009270
Palv1-32294	Ide2-22115	-	Potri.006G184300	PAxG06Gg0169700	Peu2-22013	Pde06A009260
Palv1-32295	Ide2-22116	-	Potri.006G184500	PAxG06Gg0169800	Peu2-22012	Pde06A009250
Palv1-32296	Ide2-22117	EVM0012289	Potri.006G184600	PAxG06Gg0169900	Peu2-22011	Pde06A009240
Palv1-32297	Ide2-22118	-	Potri.006G184700	PAxG06Gg0170000	Peu2-22010	Pde06A009220
Palv1-32298	Ide2-22120	-	Potri.006G184800	PAxG06Gg0170100	Peu2-22009	Pde06A009210
Palv1-32299	Ide2-22121	EVM0007762	Potri.006G184900	PAxG06Gg0170200	Peu2-22008	Pde06A009190
Palv1-32300	Ide2-22122	EVM0038815	Potri.006G185000	PAxG06Gg0170300	Peu2-22007	Pde06A009180
Palv1-32301	Ide2-22123	EVM0039120	Potri.006G185100	PAxG06Gg0170400	Peu2-22006	Pde06A009170
Palv1-32302	Ide2-22124	EVM0040408	Potri.006G185200	PAxG06Gg0170500	Peu2-22005	Pde06A009160
Palv1-32303	Ide2-22125	EVM0015736	Potri.006G185300	PAxG06Gg0170600	Peu2-22004	Pde06A009150
Palv1-32304	Ide2-22126	EVM0027803	Potri.006G185400	PAxG06Gg0170700	Peu2-22003	Pde06A009140
Palv1-32305	Ide2-22127	-	Potri.006G185501	PAxG06Gg0170800	Peu2-22002	Pde06A009130
Palv1-32306	Ide2-22128	EVM0033709	Potri.006G185700	PAxG06Gg0170900	Peu2-22001	Pde06A009110
Palv1-32307	-	-	Potri.006G186000	PAxG06Gg0171000	Peu2-22000	Pde06A009100
Palv1-32308	Ide2-22130	EVM0004282	Potri.006G186200	PAxG06Gg0171200	Peu2-21999	Pde06A009070
Palv1-32309	-	-	-	-	-	-
